timestamp_current;current;timestamp_give_current;give_current;timestamp_motor_chassis[0].given_current;motor_chassis[0].given_current;timestamp_motor_chassis[0].speed_rpm;motor_chassis[0].speed_rpm
1687856230831;0.220794677734375;1687856230831;1892;1687856230833;1812;1687856230833;811
1687856230834;0.218841552734375;1687856230834;1893;1687856230835;1939;1687856230835;749
1687856230836;0.218841552734375;1687856230836;1894;1687856230837;1796;1687856230837;839
1687856230838;0.21282958984375;1687856230838;1895;1687856230840;1734;1687856230840;885
1687856230841;0.227691650390625;1687856230841;1896;1687856230842;1983;1687856230842;843
1687856230843;0.21630859375;1687856230843;1897;1687856230844;1860;1687856230844;876
1687856230845;0.22369384765625;1687856230845;1898;1687856230846;2012;1687856230846;797
1687856230847;0.226959228515625;1687856230847;1899;1687856230848;1866;1687856230848;853
1687856230850;0.21734619140625;1687856230850;1900;1687856230851;1941;1687856230851;809
1687856230852;0.22479248046875;1687856230852;1901;1687856230853;1698;1687856230853;816
1687856230854;0.22845458984375;1687856230854;1902;1687856230855;1595;1687856230855;839
1687856230856;0.22845458984375;1687856230856;1903;1687856230857;1963;1687856230857;866
1687856230858;0.218292236328125;1687856230858;1904;1687856230859;1920;1687856230859;916
1687856230860;0.218292236328125;1687856230860;1905;1687856230861;1784;1687856230861;855
1687856230862;0.241455078125;1687856230862;1906;1687856230863;1736;1687856230863;826
1687856230864;0.22283935546875;1687856230864;1907;1687856230864;1938;1687856230864;853
1687856230865;0.227264404296875;1687856230865;1907;1687856230866;1852;1687856230866;864
1687856230867;0.23394775390625;1687856230867;1908;1687856230868;1878;1687856230868;918
1687856230869;0.223541259765625;1687856230869;1909;1687856230870;1769;1687856230870;889
1687856230871;0.2373046875;1687856230871;1910;1687856230872;1898;1687856230872;887
1687856230873;0.23284912109375;1687856230873;1911;1687856230874;1934;1687856230874;897
1687856230875;0.23370361328125;1687856230875;1912;1687856230876;2042;1687856230876;908
1687856230877;0.234222412109375;1687856230877;1913;1687856230878;1875;1687856230878;876
1687856230879;0.239532470703125;1687856230879;1914;1687856230880;1876;1687856230880;906
1687856230881;0.239532470703125;1687856230881;1915;1687856230882;1898;1687856230882;868
1687856230883;0.236785888671875;1687856230883;1915;1687856230883;1784;1687856230883;893
1687856230885;0.24713134765625;1687856230885;1916;1687856230886;1946;1687856230886;883
1687856230888;0.245819091796875;1687856230888;1918;1687856230889;1777;1687856230889;947
1687856230890;0.239105224609375;1687856230890;1919;1687856230891;1879;1687856230891;868
1687856230892;0.239593505859375;1687856230892;1920;1687856230893;1865;1687856230893;891
1687856230894;0.2362060546875;1687856230894;1921;1687856230895;1758;1687856230895;927
1687856230896;0.24102783203125;1687856230896;1922;1687856230897;1892;1687856230897;935
1687856230898;0.244476318359375;1687856230898;1923;1687856230899;1594;1687856230899;970
1687856230901;0.24395751953125;1687856230901;1923;1687856230902;1962;1687856230902;874
1687856230903;0.24395751953125;1687856230903;1924;1687856230904;1920;1687856230904;954
1687856230905;0.24658203125;1687856230905;1925;1687856230906;1634;1687856230906;970
1687856230907;0.244415283203125;1687856230907;1926;1687856230908;2009;1687856230908;920
1687856230909;0.248504638671875;1687856230909;1927;1687856230909;1979;1687856230909;937
1687856230910;0.24798583984375;1687856230910;1928;1687856230911;1711;1687856230911;918
1687856230912;0.248443603515625;1687856230912;1928;1687856230913;1969;1687856230913;952
1687856230914;0.248809814453125;1687856230914;1929;1687856230915;1969;1687856230915;991
1687856230916;0.249755859375;1687856230916;1930;1687856230917;1747;1687856230917;947
